dimension,active_display_tag,raw_tag_count,support,raw_support_pct,review_required_rows,review_required_support,review_required_support_pct,long_tail_rows,long_tail_support,candidate_rows,active_merge_rows,raw_tags,governance_actions,top_processes,top_effects,top_paths,top_context_tags
llm,diffstat,1,10,0.002,0,0,0.0,0,0,0,0,diffstat=10,keep_head=1,,,,build=108423; review=165; refactor=113; stats=45; designcodex=40; doc=32
llm,findings,1,10,0.002,0,0,0.0,0,0,0,0,findings=10,keep_head=1,,,,refactor=1396; review=1241; design=771
llm,help,1,10,0.002,0,0,0.0,0,0,0,0,help=10,keep_head=1,,,,research=138; docs=92; refactor=76; blog=39; review=33
llm,make,1,10,0.002,0,0,0.0,0,0,0,0,make=10,keep_head=1,,,,review=165; refactor=97; benchmark=90; test=35; research=35
llm,normalize,1,10,0.002,0,0,0.0,0,0,0,0,normalize=10,keep_head=1,,,,design=67252; review=267; analyze=168; research=50
llm,prove,1,10,0.002,0,0,0.0,0,0,0,0,prove=10,keep_head=1,,,,design=302; analyze=134; review=79; trace=71
llm,refsc,1,10,0.002,0,0,0.0,0,0,0,0,refsc=10,keep_head=1,,,,rootpidrefs=13670
llm,reviewbu,1,10,0.002,1,10,100.0,0,0,0,0,reviewbu=10,review_merge=1,,,,reviewbu=748
llm,run,1,10,0.002,1,10,100.0,0,0,1,0,run=10,regenerate_candidate=1,,,,refactor=149; review=106; analyze=95; docs=48; testcodex=47; design=31
llm,selftest,1,10,0.002,1,10,100.0,0,0,1,0,selftest=10,auto_canonicalize_existing=1,,,,refactor=451; research=72
llm,staged,1,10,0.002,1,10,100.0,0,0,1,0,staged=10,regenerate_candidate=1,,,,analyze=89; design=77; testcodex=62; test=51; explain=49
llm,terminate,1,10,0.002,0,0,0.0,0,0,0,0,terminate=10,keep_head=1,,,,analyze=162; design=96; refactor=84; docs=62
llm,verifystate,1,10,0.002,0,0,0.0,0,0,0,0,verifystate=10,keep_head=1,,,,commitlog=246; research=212; refactor=198
prompt,criterion,1,10,0.002,0,0,0.0,1,10,0,0,criterion=10,keep_rare_distinct=1,rg=10,read=10,docs/visexp=10,review=15
prompt,fetch,1,10,0.002,0,0,0.0,1,10,0,0,fetch=10,keep_rare_distinct=1,du=6; find=2; sed=2,process=6; read=4,docs/corpus-raw-full=6; docs/corpus-evaluated=2; docs/corpus=2,test=11; design=1
prompt,mergeprompt,1,10,0.002,1,10,100.0,1,10,1,0,mergeprompt=10,auto_canonicalize_existing=1,sed=6; git=3; python3=1,read=9; process=1,collector/src=9; none=1,review=11
prompt,paperagentfl,1,10,0.002,1,10,100.0,1,10,1,0,paperagentfl=10,regenerate_candidate=1,rg=10,read=10,docs/visexp=10,paperagentfl=15
prompt,rqimprove,1,10,0.002,0,0,0.0,1,10,0,0,rqimprove=10,keep_rare_distinct=1,sed=8; rg=2,read=10,docs/eval.md=10,test=11
prompt,rqims,1,10,0.002,0,0,0.0,1,10,0,0,rqims=10,keep_rare_distinct=1,jq=3; find=2; python3=2; sed=2; for=1,read=7; process=2; write=1,micro=5; none=2; docs/micro-bench-status.md=2; result.json=1,refactor=11
prompt,search,1,10,0.002,0,0,0.0,1,10,0,0,search=10,keep_rare_distinct=1,find=6; ls=4,read=10,none=4; home=2; docs/corpus-raw-full=2; docs/corpus=2,test=11; design=2
session,grep,1,10,0.002,0,0,0.0,1,10,0,0,grep=10,keep_rare_distinct=1,tool/read=6; grep=4,process=6; read=4,collector/src=10,verify=10
session,paperagentfl,1,10,0.002,1,10,100.0,1,10,1,0,paperagentfl=10,regenerate_candidate=1,rg=10,read=10,docs/visexp=10,paperagentfl=10
session,rmarkdown,1,10,0.002,0,0,0.0,1,10,0,0,rmarkdown=10,keep_rare_distinct=1,sed=10,read=10,docs/visexp=10,rmarkdownfix=10
session,rootpidrefsc,1,10,0.002,1,10,100.0,1,10,1,0,rootpidrefsc=10,regenerate_candidate=1,rg=10,read=10,docs/visexp=10,rootpidrefs=10
llm,configure,1,9,0.002,0,0,0.0,1,9,0,0,configure=9,keep_rare_distinct=1,,,,analyze=137; test=96; docs=54; review=22
llm,feedback,1,9,0.002,0,0,0.0,1,9,0,0,feedback=9,keep_rare_distinct=1,,,,review=757; userfeedback=457; todo=65; build=53; analyze=42; testcodex=29
llm,fetch,1,9,0.002,0,0,0.0,1,9,0,0,fetch=9,keep_rare_distinct=1,,,,commit=123512; review=7927; design=104; refactor=101; research=52
llm,gitignore,1,9,0.002,0,0,0.0,1,9,0,0,gitignore=9,keep_rare_distinct=1,,,,design=101927; refactor=300; testcodex=65; ignored=60; explain=39
llm,harness,1,9,0.002,0,0,0.0,1,9,0,0,harness=9,keep_rare_distinct=1,,,,harness=419; analyze=243; killoff=35; review=33
llm,output,1,9,0.002,0,0,0.0,1,9,0,0,output=9,keep_rare_distinct=1,,,,refactor=137478; design=72; review=63; summary=54; analyze=40; restart=21
prompt,price,1,9,0.002,0,0,0.0,1,9,0,0,price=9,keep_rare_distinct=1,python3=6; rg=2; sed=1,process=6; read=3,cached=2; output=2; none=2; 06=1; yunwei37=1; .system=1,refactor=10
prompt,prooflen,1,9,0.002,0,0,0.0,1,9,0,0,prooflen=9,keep_rare_distinct=1,sed=4; rg=3; nl=2,read=9,vendor=3; analysis=2; micro=2; module=2,refactor=10
prompt,refactorperf,1,9,0.002,1,9,100.0,1,9,1,0,refactorperf=9,auto_canonicalize_existing=1,tool/tool=8; samples_1=1,process=9,none=9,refactor=10
llm,baseline,1,8,0.002,0,0,0.0,1,8,0,0,baseline=8,keep_rare_distinct=1,,,,refactor=99; benchmark=89; research=50; design=48; review=45; bin=43
llm,claim,1,8,0.002,0,0,0.0,1,8,0,0,claim=8,keep_rare_distinct=1,,,,design=121; analyze=108; research=80; review=50; diversify=24
llm,cleanbuild,1,8,0.002,1,8,100.0,1,8,0,0,cleanbuild=8,review_merge=1,,,,refactor=159; research=106; cleanup=86; tag=34
llm,diagnose,1,8,0.002,0,0,0.0,1,8,0,0,diagnose=8,keep_rare_distinct=1,,,,trace=69692; research=130; explain=103; commitlog=80; analyze=42
llm,docgen,1,8,0.002,0,0,0.0,1,8,0,0,docgen=8,keep_rare_distinct=1,,,,userscenariq=101; review=79; testcodex=78; explain=54; docgen=40; design=18
llm,loggrep,1,8,0.002,0,0,0.0,1,8,0,0,loggrep=8,keep_rare_distinct=1,,,,design=131; refactor=87; test=54; trace=36; capture=28
llm,preview,1,8,0.002,1,8,100.0,1,8,1,0,preview=8,auto_canonicalize_existing=1,,,,review=27279; design=120; refactor=68; trace=56; test=38; log=33
llm,process,1,8,0.002,1,8,100.0,1,8,1,0,process=8,regenerate_candidate=1,,,,design=26182; analyze=165; refactor=100; trace=52; review=47
llm,schema,1,8,0.002,0,0,0.0,1,8,0,0,schema=8,keep_rare_distinct=1,,,,review=430; tag=68; log=64; refactor=55; explain=45
llm,stat,1,8,0.002,0,0,0.0,1,8,0,0,stat=8,keep_rare_distinct=1,,,,review=1420824; refactor=474801; uxdesigncodx=41; research=38
llm,track,1,8,0.002,0,0,0.0,1,8,0,0,track=8,keep_rare_distinct=1,,,,analyze=89; branding=61; refactor=50; diagram=44; testcodex=41; docs=40
prompt,chartupdate,1,8,0.002,1,8,100.0,1,8,1,0,chartupdate=8,regenerate_candidate=1,python3=4; ls=3; rg=1,read=4; process=4,none=4; docs/figures=3; docs/micro-bench-status.md=1,refactor=9
prompt,date,1,8,0.002,0,0,0.0,1,8,0,0,date=8,keep_rare_distinct=1,git=2; rg=2; sed=2; stat=2,read=6; process=2,docs/corpus-test=6; none=2,test=9
prompt,deletefiles,1,8,0.002,0,0,0.0,1,8,0,0,deletefiles=8,keep_rare_distinct=1,df=2; du=2; find=2; rm=2,process=6; read=2,faiss=4; /=2; benchs=2,analyze=9
prompt,export,1,8,0.002,0,0,0.0,1,8,0,0,export=8,keep_rare_distinct=1,find=2; rg=2; for=1; llvm-config-18=1; ls=1; tool/tool=1,read=5; process=3,usr=4; none=3; .h=1,refactor=9
prompt,mergeconflic,1,8,0.002,1,8,100.0,1,8,1,0,mergeconflic=8,auto_canonicalize_existing=1,git=8,read=6; repo=2,collector/vendor=4; none=4,mergeconflic=9
prompt,output,1,8,0.002,0,0,0.0,1,8,0,0,output=8,keep_rare_distinct=1,printf=8,process=8,none=8,bash=12
prompt,run,1,8,0.002,1,8,100.0,1,8,1,0,run=8,regenerate_candidate=1,sed=6; git=2,read=8,none=2; collector/cargo.toml=2; collector/src=2; readme.md=2,review=9
session,agentsightsm,1,8,0.002,1,8,100.0,1,8,1,0,agentsightsm=8,regenerate_candidate=1,,,,
session,bash,1,8,0.002,0,0,0.0,1,8,0,0,bash=8,keep_rare_distinct=1,printf=8,process=8,none=8,output=8
session,mergeconflic,1,8,0.002,0,0,0.0,1,8,0,0,mergeconflic=8,keep_rare_distinct=1,git=8,read=6; repo=2,collector/vendor=4; none=4,mergeconflic=8
llm,branch,1,7,0.001,0,0,0.0,1,7,0,0,branch=7,keep_rare_distinct=1,,,,trace=192; review=31
llm,dryrun,1,7,0.001,0,0,0.0,1,7,0,0,dryrun=7,keep_rare_distinct=1,,,,review=215; design=58; refactor=53
llm,linting,1,7,0.001,0,0,0.0,1,7,0,0,linting=7,keep_rare_distinct=1,,,,refactor=144; analyzesess=70; review=35; deployed=35
llm,metadata,1,7,0.001,0,0,0.0,1,7,0,0,metadata=7,keep_rare_distinct=1,,,,review=128; summary=72; serve=44; commitlog=30; refactor=25
llm,paper,3,7,0.001,0,0,0.0,3,7,0,2,paperagentfl=5; paper=1; paperupdate=1,auto_canonicalize_existing=2; keep_rare_distinct=1,,,,paperagentfl=175; write=67; research=56
llm,receipt,1,7,0.001,0,0,0.0,1,7,0,0,receipt=7,keep_rare_distinct=1,,,,tag=11010; evidence=527
llm,releasecheck,1,7,0.001,1,7,100.0,1,7,1,0,releasecheck=7,regenerate_candidate=1,,,,explain=132; research=64; refactor=45
llm,scan,1,7,0.001,0,0,0.0,1,7,0,0,scan=7,keep_rare_distinct=1,,,,refactor=105; review=86; design=46; restart=34
llm,start,1,7,0.001,0,0,0.0,1,7,0,0,start=7,keep_rare_distinct=1,,,,setup=70870; test=38598; research=54; design=51; analyze=39; serve=26
llm,stop,1,7,0.001,0,0,0.0,1,7,0,0,stop=7,keep_rare_distinct=1,,,,analyze=111; review=91; refactor=83
llm,translate,1,7,0.001,0,0,0.0,1,7,0,0,translate=7,keep_rare_distinct=1,,,,docrewrite=160; design=36; docs=29; refactor=26; summary=26
llm,updatedoc,1,7,0.001,1,7,100.0,1,7,0,0,updatedoc=7,review_merge=1,,,,research=156; refactor=95; analyze=64; maintain=52
llm,uximprove,1,7,0.001,1,7,100.0,1,7,1,0,uximprove=7,auto_canonicalize_existing=1,,,,improve=181; clarify=164; uximprove=7
llm,verifyclaude,1,7,0.001,1,7,100.0,1,7,0,0,verifyclaude=7,review_merge=1,,,,verify=85634
llm,warn,1,7,0.001,0,0,0.0,1,7,0,0,warn=7,keep_rare_distinct=1,,,,refactor=224; test=56; benchmark=48
llm,watch,1,7,0.001,0,0,0.0,1,7,0,0,watch=7,keep_rare_distinct=1,,,,commit=119573; docs=92877; review=32302; refactor=73; install=36; merge=27
llm,whitespace,1,7,0.001,0,0,0.0,1,7,0,0,whitespace=7,keep_rare_distinct=1,,,,analyze=84; design=51; tag=46; capture=45; explain=11
prompt,chart,1,7,0.001,0,0,0.0,1,7,0,0,chart=7,keep_rare_distinct=1,for=2; rg=2; sed=2; find=1,read=5; process=2,runner=3; micro=2; none=1; docs/micro-bench-status.md=1,refactor=8
prompt,gcsetup,1,7,0.001,0,0,0.0,1,7,0,0,gcsetup=7,keep_rare_distinct=1,docker=5; df=1; du=1,process=7,none=5; /=1; var=1,cleanup=8
prompt,microbench,1,7,0.001,0,0,0.0,1,7,0,0,microbench=7,keep_rare_distinct=1,sed=4; rg=2; tool/plan=1,read=6; process=1,micro=5; none=1; analysis=1,refactor=8
llm,bpfanalyze,1,6,0.001,1,6,100.0,1,6,1,0,bpfanalyze=6,regenerate_candidate=1,,,,explore=177100
llm,cleanlocal,1,6,0.001,0,0,0.0,1,6,0,0,cleanlocal=6,keep_rare_distinct=1,,,,diskfull=553; debug=98
llm,extract,1,6,0.001,0,0,0.0,1,6,0,0,extract=6,keep_rare_distinct=1,,,,metrics=132053; research=262; test=77; review=48; extract=43; refactor=20
llm,formatcheck,1,6,0.001,1,6,100.0,1,6,0,0,formatcheck=6,review_merge=1,,,,research=68; userscenariq=53; refactor=52; design=50; commitlog=16
llm,perf,1,6,0.001,0,0,0.0,1,6,0,0,perf=6,keep_rare_distinct=1,,,,eval=96; refactor=69; review=60; testcodex=58; docs=42
llm,prepare,1,6,0.001,0,0,0.0,1,6,0,0,prepare=6,keep_rare_distinct=1,,,,metrics=303254; refactor=193; analyze=47
llm,prooflink,1,6,0.001,0,0,0.0,1,6,0,0,prooflink=6,keep_rare_distinct=1,,,,design=174; refactor=121; benchmark=44
llm,refresh,1,6,0.001,0,0,0.0,1,6,0,0,refresh=6,keep_rare_distinct=1,,,,analyze=151; refactor=107; review=54; design=32
llm,score,1,6,0.001,0,0,0.0,1,6,0,0,score=6,keep_rare_distinct=1,,,,analyze=176; design=96
llm,scrub,1,6,0.001,0,0,0.0,1,6,0,0,scrub=6,keep_rare_distinct=1,,,,analyze=246
llm,tail,1,6,0.001,0,0,0.0,1,6,0,0,tail=6,keep_rare_distinct=1,,,,analyze=133; design=38
llm,testrun,1,6,0.001,1,6,100.0,1,6,1,0,testrun=6,auto_canonicalize_existing=1,,,,trace=79; research=75; validate=68; test=57; benchmark=42
llm,write,1,6,0.001,0,0,0.0,1,6,0,0,write=6,keep_rare_distinct=1,,,,compare=406; test=165; docs=93; docrewrite=39
prompt,builddocscod,1,6,0.001,1,6,100.0,1,6,0,0,builddocscod=6,review_merge=1,git=2; ls=2; sed=2,read=6,readme.md=6,review=7
prompt,designcodexs,1,6,0.001,1,6,100.0,1,6,0,0,designcodexs=6,review_merge=1,nl=6,read=6,collector/src=4; collector/tests=1; readme.md=1,design=7
prompt,fact,1,6,0.001,0,0,0.0,1,6,0,0,fact=6,keep_rare_distinct=1,sed=4; rg=2,read=6,sections=6,refactor=7
prompt,kernelenforc,1,6,0.001,0,0,0.0,1,6,0,0,kernelenforc=6,keep_rare_distinct=1,sed=4; rg=2,read=6,bpf=4; collector/src=1; .mcp.json=1,test=7
prompt,market,1,6,0.001,0,0,0.0,1,6,0,0,market=6,keep_rare_distinct=1,rg=2; sed=2; wc=2,read=6,docs/design=6,design=7
prompt,testdesign,1,6,0.001,1,6,100.0,1,6,1,0,testdesign=6,auto_canonicalize_existing=1,git=2; rg=2; sed=2,read=6,docs/design=6,design=11
llm,abstract,1,5,0.001,0,0,0.0,1,5,0,0,abstract=5,keep_rare_distinct=1,,,,review=55; abstract=50; research=35; priceest=26
llm,archive,1,5,0.001,0,0,0.0,1,5,0,0,archive=5,keep_rare_distinct=1,,,,design=113; refactor=59; backup=49
llm,baselinefind,1,5,0.001,0,0,0.0,1,5,0,0,baselinefind=5,keep_rare_distinct=1,,,,countlines=205
llm,claimid,1,5,0.001,0,0,0.0,1,5,0,0,claimid=5,keep_rare_distinct=1,,,,claimid=155
llm,coda,1,5,0.001,0,0,0.0,1,5,0,0,coda=5,keep_rare_distinct=1,,,,read=20
llm,detailpane,1,5,0.001,0,0,0.0,1,5,0,0,detailpane=5,keep_rare_distinct=1,,,,refactor=1382057
llm,docsdesign,1,5,0.001,1,5,100.0,1,5,1,0,docsdesign=5,auto_canonicalize_existing=1,,,,marketdoc=389; userscenariq=322; visdesign=56; docs=44
llm,docsync,1,5,0.001,1,5,100.0,1,5,0,0,docsync=5,review_merge=1,,,,review=63; research=54; design=45; analyze=33; designfix=29
llm,draft,1,5,0.001,0,0,0.0,1,5,0,0,draft=5,keep_rare_distinct=1,,,,docs=60; write=58; branding=25; review=23; design=17
llm,dump,1,5,0.001,0,0,0.0,1,5,0,0,dump=5,keep_rare_distinct=1,,,,research=106; configyaml=69; kinsn=44; refactor=35
llm,find,1,5,0.001,0,0,0.0,1,5,0,0,find=5,keep_rare_distinct=1,,,,lint=186996; review=121751; monitor=65509; test=55716; design=23
llm,fmt,1,5,0.001,0,0,0.0,1,5,0,0,fmt=5,keep_rare_distinct=1,,,,commitlog=43; research=30; analyze=20; refactor=15; designcodex=12
llm,fmtcheck,1,5,0.001,1,5,100.0,1,5,0,0,fmtcheck=5,review_merge=1,,,,refactor=75; docx=68; design=18
llm,formatting,1,5,0.001,0,0,0.0,1,5,0,0,formatting=5,keep_rare_distinct=1,,,,refactor=63; diffpatch=56; analyze=29; trace=28
llm,manifest,1,5,0.001,0,0,0.0,1,5,0,0,manifest=5,keep_rare_distinct=1,,,,design=225; review=63; diversify=36
llm,materialized,1,5,0.001,0,0,0.0,1,5,0,0,materialized=5,keep_rare_distinct=1,,,,docs=1348; refactor=30
llm,prompt,1,5,0.001,1,5,100.0,1,5,1,0,prompt=5,regenerate_candidate=1,,,,design=28; validate=28; review=24; test=18; network=7
llm,proofsignal,1,5,0.001,0,0,0.0,1,5,0,0,proofsignal=5,keep_rare_distinct=1,,,,research=135; commitlog=67; refactor=58
llm,redaction,1,5,0.001,0,0,0.0,1,5,0,0,redaction=5,keep_rare_distinct=1,,,,analyze=171; refactor=94
llm,refsccodex,1,5,0.001,1,5,100.0,1,5,1,0,refsccodex=5,regenerate_candidate=1,,,,rootpidrefs=580
llm,register,1,5,0.001,0,0,0.0,1,5,0,0,register=5,keep_rare_distinct=1,,,,review=349715; setup=127834; trace=42; branding=34; domaincheck=5
llm,replay,1,5,0.001,0,0,0.0,1,5,0,0,replay=5,keep_rare_distinct=1,,,,generate=97; review=74; test=66; trace=34
llm,restrictions,1,5,0.001,0,0,0.0,1,5,0,0,restrictions=5,keep_rare_distinct=1,,,,research=13645
llm,statsoff,1,5,0.001,1,5,100.0,1,5,1,0,statsoff=5,auto_canonicalize_existing=1,,,,refactor=213; test=44
llm,synccheck,1,5,0.001,1,5,100.0,1,5,0,0,synccheck=5,review_merge=1,,,,commitlog=72; review=30; research=20; refactor=15
llm,testfilter,1,5,0.001,1,5,100.0,1,5,0,0,testfilter=5,review_merge=1,,,,research=88; commitlog=40; refactor=21
llm,usage,1,5,0.001,0,0,0.0,1,5,0,0,usage=5,keep_rare_distinct=1,,,,improve=41203; research=73; review=61; install=61; design=46
prompt,archplan,1,5,0.001,0,0,0.0,1,5,0,0,archplan=5,keep_rare_distinct=1,sed=2; find=1; git=1; test=1,read=4; process=1,none=3; docs/tmp=1; docs/ux.md=1,test=6
prompt,codegen,1,5,0.001,0,0,0.0,1,5,0,0,codegen=5,keep_rare_distinct=1,,,,design=5
prompt,example,1,5,0.001,0,0,0.0,1,5,0,0,example=5,keep_rare_distinct=1,git=2; find=1; rg=1; wc=1,read=5,docs/design=5,analyze=16
prompt,filter,1,5,0.001,0,0,0.0,1,5,0,0,filter=5,keep_rare_distinct=1,sed=2; tool/plan=1; git=1; rg=1,read=4; process=1,none=3; collector/build.rs=1; collector/makefile=1,review=6
prompt,ossmaint,1,5,0.001,0,0,0.0,1,5,0,0,ossmaint=5,keep_rare_distinct=1,sed=2; for=1; git=1; systemctl=1,read=3; process=2,skill-creator=1; skill.md=1; .system=1; analysis=1; none=1,analyze=6
prompt,policy,1,5,0.001,0,0,0.0,1,5,0,0,policy=5,keep_rare_distinct=1,,,,test=3; design=1; review=1
prompt,tokencount,1,5,0.001,0,0,0.0,1,5,0,0,tokencount=5,keep_rare_distinct=1,sed=5,read=5,collector/src=5,review=6
llm,agentdef,1,4,0.001,0,0,0.0,1,4,0,0,agentdef=4,keep_rare_distinct=1,,,,docs=464
llm,api,1,4,0.001,0,0,0.0,1,4,0,0,api=4,keep_rare_distinct=1,,,,refactor=58732; build=58732; review=98
llm,blog,1,4,0.001,0,0,0.0,1,4,0,0,blog=4,keep_rare_distinct=1,,,,challenge=130; review=61; refactor=24
llm,branching,1,4,0.001,0,0,0.0,1,4,0,0,branching=4,keep_rare_distinct=1,,,,commit=51; review=34; docs=15; findemit=9
llm,checker,1,4,0.001,1,4,100.0,1,4,1,0,checker=4,regenerate_candidate=1,,,,design=111; analyze=48; research=37
llm,checklist,1,4,0.001,1,4,100.0,1,4,0,0,checklist=4,review_merge=1,,,,refactor=59; analyze=57; design=49; review=19
llm,cleandocker,1,4,0.001,0,0,0.0,1,4,0,0,cleandocker=4,keep_rare_distinct=1,,,,refactor=118; analyze=51; review=42
llm,count,1,4,0.001,0,0,0.0,1,4,0,0,count=4,keep_rare_distinct=1,,,,refactor=72369; backup=61; review=48; test=6
llm,delete,1,4,0.001,0,0,0.0,1,4,0,0,delete=4,keep_rare_distinct=1,,,,review=81; maintain=47; designfix=10
llm,derive,1,4,0.001,0,0,0.0,1,4,0,0,derive=4,keep_rare_distinct=1,,,,review=1780
llm,details,1,4,0.001,0,0,0.0,1,4,0,0,details=4,keep_rare_distinct=1,,,,refactor=72878; question=83
llm,discover,1,4,0.001,0,0,0.0,1,4,0,0,discover=4,keep_rare_distinct=1,,,,review=119147; test=39510; analysis=66; refactor=35
llm,domain,1,4,0.001,0,0,0.0,1,4,0,0,domain=4,keep_rare_distinct=1,,,,refactor=476; doc=93; domain=66; review=27
llm,evidence,1,4,0.001,0,0,0.0,1,4,0,0,evidence=4,keep_rare_distinct=1,,,,commitlog=63; design=58; readme=28; analyze=22
llm,fixdoc,1,4,0.001,0,0,0.0,1,4,0,0,fixdoc=4,keep_rare_distinct=1,,,,analyze=74; research=63; capture=45; userscenariq=45
llm,fixdocs,1,4,0.001,1,4,100.0,1,4,1,0,fixdocs=4,auto_canonicalize_existing=1,,,,docsupdate=81; research=47
llm,gcleanup,1,4,0.001,0,0,0.0,1,4,0,0,gcleanup=4,keep_rare_distinct=1,,,,build=228; review=218; cachecontrol=39; cleanup=34
llm,git,1,4,0.001,0,0,0.0,1,4,0,0,git=4,keep_rare_distinct=1,,,,refactor=91; review=68; analyze=27
llm,hash,1,4,0.001,0,0,0.0,1,4,0,0,hash=4,keep_rare_distinct=1,,,,refactor=74; review=56; analyze=47; design=37
llm,ledger,1,4,0.001,0,0,0.0,1,4,0,0,ledger=4,keep_rare_distinct=1,,,,refactor=166
llm,loginspect,1,4,0.001,0,0,0.0,1,4,0,0,loginspect=4,keep_rare_distinct=1,,,,review=185204; refactor=51; design=38
llm,logsetup,1,4,0.001,0,0,0.0,1,4,0,0,logsetup=4,keep_rare_distinct=1,,,,refactor=396953; test=60940; review=50
llm,makefile,1,4,0.001,0,0,0.0,1,4,0,0,makefile=4,keep_rare_distinct=1,,,,refactor=95; design=94
llm,observe,1,4,0.001,0,0,0.0,1,4,0,0,observe=4,keep_rare_distinct=1,,,,challenge=443; searchterm=61; analyze=61
llm,package,1,4,0.001,0,0,0.0,1,4,0,0,package=4,keep_rare_distinct=1,,,,explain=74; meta=74; refactor=22
llm,parser,1,4,0.001,0,0,0.0,1,4,0,0,parser=4,keep_rare_distinct=1,,,,research=120; commitlog=18
llm,pipeline,1,4,0.001,0,0,0.0,1,4,0,0,pipeline=4,keep_rare_distinct=1,,,,analyze=202
llm,processmatch,1,4,0.001,0,0,0.0,1,4,0,0,processmatch=4,keep_rare_distinct=1,,,,refactor=2948
llm,proofbuild,1,4,0.001,1,4,100.0,1,4,0,0,proofbuild=4,review_merge=1,,,,refactor=141; benchmark=53
llm,proofcheck,1,4,0.001,1,4,100.0,1,4,0,0,proofcheck=4,review_merge=1,,,,refactor=86; design=50; capture=43
llm,quickstart,1,4,0.001,0,0,0.0,1,4,0,0,quickstart=4,keep_rare_distinct=1,,,,review=632; docupdate=313; docs=72; blog=62
llm,readcmd,1,4,0.001,0,0,0.0,1,4,0,0,readcmd=4,keep_rare_distinct=1,,,,readcmd=895179
llm,readtool,1,4,0.001,0,0,0.0,1,4,0,0,readtool=4,keep_rare_distinct=1,,,,refactor=6866779; review=943692; verify=63239
llm,remove,1,4,0.001,0,0,0.0,1,4,0,0,remove=4,keep_rare_distinct=1,,,,install=29; test=28; restart=20; designcodex=16
llm,response,1,4,0.001,0,0,0.0,1,4,0,0,response=4,keep_rare_distinct=1,,,,runbash=55480; agentsightr=20822; confirm=20815
llm,reviewer,1,4,0.001,1,4,100.0,1,4,0,0,reviewer=4,review_merge=1,,,,design=88; refactor=38; analyze=36
llm,sanity,1,4,0.001,0,0,0.0,1,4,0,0,sanity=4,keep_rare_distinct=1,,,,refactor=54; review=42; research=34; analyze=29
llm,serve,1,4,0.001,0,0,0.0,1,4,0,0,serve=4,keep_rare_distinct=1,,,,serve=63; tag=57; test=42; review=21
llm,sourcebug,1,4,0.001,0,0,0.0,1,4,0,0,sourcebug=4,keep_rare_distinct=1,,,,refactor=212; research=92
llm,specify,1,4,0.001,0,0,0.0,1,4,0,0,specify=4,keep_rare_distinct=1,,,,trace=137; usecase=18; verify=14
llm,summarize,1,4,0.001,0,0,0.0,1,4,0,0,summarize=4,keep_rare_distinct=1,,,,refactor=47; docsanalyze=21; design=19; review=19
llm,syncsync,1,4,0.001,1,4,100.0,1,4,1,0,syncsync=4,regenerate_candidate=1,,,,design=44; review=37; designfix=18; refactor=12
llm,tagify,1,4,0.001,0,0,0.0,1,4,0,0,tagify=4,keep_rare_distinct=1,,,,refactor=481287; tag=58; perfstrace=44
llm,timeline,1,4,0.001,0,0,0.0,1,4,0,0,timeline=4,keep_rare_distinct=1,,,,metrics=153914; refactor=101; review=46
llm,verifyproof,1,4,0.001,0,0,0.0,1,4,0,0,verifyproof=4,keep_rare_distinct=1,,,,refactor=884; verify=458; proofcheck=17
prompt,abi,1,4,0.001,0,0,0.0,1,4,0,0,abi=4,keep_rare_distinct=1,set=4,process=4,tmp=3; n---_forbidden=1,refactor=5
prompt,agentsightr,1,4,0.001,1,4,100.0,1,4,1,0,agentsightr=4,regenerate_candidate=1,printf=4,process=4,none=4,agentsight=3; agentsightr=3
