stratum_type,project,vendor,command_name,calls,share_of_shell_calls
vendor,ALL,codex,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-compile-compcert-997ae681.tar.zst;,1,9.087852267873533e-06
vendor,ALL,codex,miniswe-OpenAI__GPT-5-clap-rs__clap-2501-1c7ee8f3.tar.zst;,2,1.8175704535747066e-05
vendor,ALL,codex,miniswe-OpenAI__GPT-5-instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-0b674c2a.tar.zst;,2,1.8175704535747066e-05
vendor,ALL,codex,mkdir,183,0.0016630769650208567
vendor,ALL,codex,mkdocs,3,2.7263556803620602e-05
vendor,ALL,codex,mktemp,23,0.00020902060216109128
vendor,ALL,codex,mlr,1,9.087852267873533e-06
vendor,ALL,codex,monitor-2026-W25.db;,3,2.7263556803620602e-05
vendor,ALL,codex,montage,1,9.087852267873533e-06
vendor,ALL,codex,mount,7,6.361496587511473e-05
vendor,ALL,codex,mountpoint,1,9.087852267873533e-06
vendor,ALL,codex,mv,34,0.0003089869771077001
vendor,ALL,codex,native,1,9.087852267873533e-06
vendor,ALL,codex,native=$(find,2,1.8175704535747066e-05
vendor,ALL,codex,naturalistic,5,4.5439261339367664e-05
vendor,ALL,codex,nc,1,9.087852267873533e-06
vendor,ALL,codex,nginx,1,9.087852267873533e-06
vendor,ALL,codex,nl,7455,0.06774993865699719
vendor,ALL,codex,nm,6,5.4527113607241204e-05
vendor,ALL,codex,nmap,2,1.8175704535747066e-05
vendor,ALL,codex,no_timeout,1,9.087852267873533e-06
vendor,ALL,codex,node,232,0.0021083817261466596
vendor,ALL,codex,nonexistent,1,9.087852267873533e-06
vendor,ALL,codex,npm,462,0.004198587747757572
vendor,ALL,codex,npm_diag_build=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,npm_diag_dir=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,npx,50,0.0004543926133936767
vendor,ALL,codex,nvcc,2,1.8175704535747066e-05
vendor,ALL,codex,nvidia-smi,395,0.003589701645810046
vendor,ALL,codex,objdump,26,0.00023628415896471188
vendor,ALL,codex,od,1,9.087852267873533e-06
vendor,ALL,codex,official-repo;,2,1.8175704535747066e-05
vendor,ALL,codex,old=$(git,1,9.087852267873533e-06
vendor,ALL,codex,old_home=$HOME;,3,2.7263556803620602e-05
vendor,ALL,codex,old_pids=$(pgrep,1,9.087852267873533e-06
vendor,ALL,codex,openclaw,1,9.087852267873533e-06
vendor,ALL,codex,opencode,38,0.00034533838617919425
vendor,ALL,codex,opencode-response-debug-20260715-174641;,3,2.7263556803620602e-05
vendor,ALL,codex,opencode.exe;,1,9.087852267873533e-06
vendor,ALL,codex,opencode;,1,9.087852267873533e-06
vendor,ALL,codex,openhands-Anthropic__Claude-Sonnet-4-20250514-Thinking-3d-model-format-legacy-7498555b.tar.zst,2,1.8175704535747066e-05
vendor,ALL,codex,openhands-OpenAI__GPT-5-astropy__astropy-14369-0fb54358.tar.zst,1,9.087852267873533e-06
vendor,ALL,codex,openhands-OpenAI__GPT-5-instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-5b83347a.tar.zst,1,9.087852267873533e-06
vendor,ALL,codex,openhands-OpenAI__GPT-5-instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-5b83347a.tar.zst;,4,3.635140907149413e-05
vendor,ALL,codex,operations.jsonl;,2,1.8175704535747066e-05
vendor,ALL,codex,ownership-smoke-$(date,1,9.087852267873533e-06
vendor,ALL,codex,p=$(docker,1,9.087852267873533e-06
vendor,ALL,codex,p=$(find,4,3.635140907149413e-05
vendor,ALL,codex,p=$(head,2,1.8175704535747066e-05
vendor,ALL,codex,p=$(rg,2,1.8175704535747066e-05
vendor,ALL,codex,p=$(tar,1,9.087852267873533e-06
vendor,ALL,codex,pahole,1,9.087852267873533e-06
vendor,ALL,codex,pandoc,1,9.087852267873533e-06
vendor,ALL,codex,paper,6,5.4527113607241204e-05
vendor,ALL,codex,parent=019e8f4a-9939-71a2-881d-010c7a8e2c1d;,1,9.087852267873533e-06
vendor,ALL,codex,paste,2,1.8175704535747066e-05
vendor,ALL,codex,pasted-text.txt,4,3.635140907149413e-05
vendor,ALL,codex,paths=$(while,1,9.087852267873533e-06
vendor,ALL,codex,pdffonts,6,5.4527113607241204e-05
vendor,ALL,codex,pdfimages,1,9.087852267873533e-06
vendor,ALL,codex,pdfinfo,143,0.0012995628743059152
vendor,ALL,codex,pdflatex,32,0.00029081127257195305
vendor,ALL,codex,pdftocairo,1,9.087852267873533e-06
vendor,ALL,codex,pdftoppm,55,0.0004998318747330443
vendor,ALL,codex,pdftotext,171,0.0015540227378063743
vendor,ALL,codex,perf,1,9.087852267873533e-06
vendor,ALL,codex,perl,109,0.000990575897198215
vendor,ALL,codex,pgrep,245,0.0022265238056290155
vendor,ALL,codex,pid=,9,8.17906704108618e-05
vendor,ALL,codex,pid=$(pgrep,3,2.7263556803620602e-05
vendor,ALL,codex,pip,3,2.7263556803620602e-05
vendor,ALL,codex,pkg-config,3,2.7263556803620602e-05
vendor,ALL,codex,pkill,32,0.00029081127257195305
vendor,ALL,codex,playwright,1,9.087852267873533e-06
vendor,ALL,codex,poetry,1,9.087852267873533e-06
vendor,ALL,codex,policies,4,3.635140907149413e-05
vendor,ALL,codex,policy-corpus.sh,8,7.270281814298826e-05
vendor,ALL,codex,policy=$(sed,2,1.8175704535747066e-05
vendor,ALL,codex,"policy=$source AGENT = exec ""**""nsource PREFIX = exec ""tr*""nrule block:n  block exec ""true"" if AGENTn  because ""exec block""nrule source-prefix:n  notify exec ""tr"" if PREFIXn  because ""source prefix""nrule rule-prefix:n  notify exec ""ec*"" if AGENTn  because ""rule prefix""nrule condition:n  notify exec ""printf"" if AGENT unless after exec ""sh""n  because ""exec condition"";",2,1.8175704535747066e-05
vendor,ALL,codex,predictions.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,preflight-agentskill-citations,1,9.087852267873533e-06
vendor,ALL,codex,printf,696,0.00632514517843998
vendor,ALL,codex,private,1,9.087852267873533e-06
vendor,ALL,codex,process,3,2.7263556803620602e-05
vendor,ALL,codex,ps,985,0.00895153448385543
vendor,ALL,codex,pstree,19,0.00017266919308959712
vendor,ALL,codex,public,1,9.087852267873533e-06
vendor,ALL,codex,pwd,219,0.0019902396466643037
vendor,ALL,codex,pwd;,33,0.0002998991248398266
vendor,ALL,codex,py-spy,2,1.8175704535747066e-05
vendor,ALL,codex,pyflakes,3,2.7263556803620602e-05
vendor,ALL,codex,python,775,0.007043085507601988
vendor,ALL,codex,python3,7251,0.06589601679435099
vendor,ALL,codex,python3.11,4,3.635140907149413e-05
vendor,ALL,codex,python3;,1,9.087852267873533e-06
vendor,ALL,codex,q1=$(head,1,9.087852267873533e-06
vendor,ALL,codex,quick_validate.py,3,2.7263556803620602e-05
vendor,ALL,codex,quick_validate.py;,2,1.8175704535747066e-05
vendor,ALL,codex,raw,3,2.7263556803620602e-05
vendor,ALL,codex,read,9,8.17906704108618e-05
vendor,ALL,codex,readelf,9,8.17906704108618e-05
vendor,ALL,codex,readlink,16,0.00014540563628597653
vendor,ALL,codex,rel=$(sed,1,9.087852267873533e-06
vendor,ALL,codex,rename.sh,2,1.8175704535747066e-05
vendor,ALL,codex,review_target=$(mktemp,2,1.8175704535747066e-05
vendor,ALL,codex,review_tmp=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,rg,10579,0.0961403891418341
vendor,ALL,codex,rid=root:019f25fa-3bfc-7a02-a147-8b4dcff94f41:;,1,9.087852267873533e-06
vendor,ALL,codex,rm,558,0.005071021565473431
vendor,ALL,codex,rmdir,10,9.087852267873533e-05
vendor,ALL,codex,rollout-2026-03-06T19-31-58-019cc65a-14c5-7e21-97c6-0c1c31fae2d2.jsonl;,2,1.8175704535747066e-05
vendor,ALL,codex,rollout-2026-06-13T12-36-08-019ec27c-04e6-7793-9491-304c321390ac.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-06-22T21-44-58-019ef2cb-bb39-7d11-b785-4c98243dad11.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-07-02T20-16-24-019f25fa-3bfc-7a02-a147-8b4dcff94f41.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-07-06T14-30-51-019f3957-5241-7a83-86ad-1adf4784cc11.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-07-07T15-41-28-019f3ebe-5390-72f0-aee1-d0229bcf0dc9.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-07-08T22-42-50-019f4566-7567-71e3-9c0b-5527a4310945.jsonl;,3,2.7263556803620602e-05
vendor,ALL,codex,rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2.jsonl,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2.jsonl;,13,0.00011814207948235594
vendor,ALL,codex,rollout-2026-07-11T19-41-26-019f5433-75b4-7661-89fd-cb6cad635b59.jsonl;,3,2.7263556803620602e-05
vendor,ALL,codex,rollout-2026-07-11T20-33-49-019f5463-6a0e-7091-84fe-b668e4c232ee.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-07-15T21-30-43-019f6930-f491-79c3-a633-3cf3f7b5cd9c.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-07-20T00-40-43-019f7e78-582c-7d32-94d0-8294210faadf.jsonl;,1,9.087852267873533e-06
vendor,ALL,codex,rollout-2026-07-21T03-10-48-019f8428-1bd1-7751-bef1-e2a03636aa6b.jsonl,2,1.8175704535747066e-05
vendor,ALL,codex,root=019e2445-6e0a-78f2-8d60-9863c2fc95c6;,1,9.087852267873533e-06
vendor,ALL,codex,root=root:019f25fa-3bfc-7a02-a147-8b4dcff94f41:user-line:55388;,1,9.087852267873533e-06
vendor,ALL,codex,root_file=$(find,1,9.087852267873533e-06
vendor,ALL,codex,root_id=019f4e0a-4dcc-74f1-8660-ffcb102ce0a2;,4,3.635140907149413e-05
vendor,ALL,codex,rsvg-convert,8,7.270281814298826e-05
vendor,ALL,codex,rsync,5,4.5439261339367664e-05
vendor,ALL,codex,ruby,18,0.0001635813408217236
vendor,ALL,codex,ruff,5,4.5439261339367664e-05
vendor,ALL,codex,run-in-kvm.sh,3,2.7263556803620602e-05
vendor,ALL,codex,run_dir=$(ls,5,4.5439261339367664e-05
vendor,ALL,codex,run_min(),1,9.087852267873533e-06
vendor,ALL,codex,rust_current=$(rg,1,9.087852267873533e-06
vendor,ALL,codex,rustc,3,2.7263556803620602e-05
vendor,ALL,codex,rustfmt,206,0.001872097567181948
vendor,ALL,codex,rustup,8,7.270281814298826e-05
vendor,ALL,codex,s01-use-uv-$(date,1,9.087852267873533e-06
vendor,ALL,codex,s01-use-uv-opaque-steps1-$(date,1,9.087852267873533e-06
vendor,ALL,codex,s01-use-uv-steps1-$(date,1,9.087852267873533e-06
vendor,ALL,codex,"s=Across 2,116 AI agent instruction statements, 64% are policies; of those policies, 83% are system-observable and 45% directly enforceable at OS hooks.;",1,9.087852267873533e-06
vendor,ALL,codex,s=miniswe-OpenAI__GPT-5-instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-0b674c2a;,2,1.8175704535747066e-05
vendor,ALL,codex,sane-find-scanner,6,5.4527113607241204e-05
vendor,ALL,codex,scanimage,10,9.087852267873533e-05
vendor,ALL,codex,script,3,2.7263556803620602e-05
vendor,ALL,codex,sed,21083,0.1915991893635777
vendor,ALL,codex,semantic-flamegraph-artifacts-v2,2,1.8175704535747066e-05
vendor,ALL,codex,session=$(rg,1,9.087852267873533e-06
vendor,ALL,codex,session=miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0;,1,9.087852267873533e-06
vendor,ALL,codex,session_args=(,3,2.7263556803620602e-05
vendor,ALL,codex,set,316,0.0028717613166480364
vendor,ALL,codex,setsid,5,4.5439261339367664e-05
vendor,ALL,codex,setup_token_bpffs.sh,2,1.8175704535747066e-05
vendor,ALL,codex,sh,15,0.000136317784018103
vendor,ALL,codex,sha256sum,97,0.0008815216699837328
vendor,ALL,codex,shellcheck,1,9.087852267873533e-06
vendor,ALL,codex,sitemap.xml?verify=c8063db9');,1,9.087852267873533e-06
vendor,ALL,codex,sleep,183,0.0016630769650208567
vendor,ALL,codex,sort,3,2.7263556803620602e-05
vendor,ALL,codex,sqlite3,108,0.0009814880449303415
vendor,ALL,codex,src,17,0.00015449348855385006
vendor,ALL,codex,ss,50,0.0004543926133936767
vendor,ALL,codex,sslsniff,10,9.087852267873533e-05
vendor,ALL,codex,stamp=$(date,1,9.087852267873533e-06
vendor,ALL,codex,stat,183,0.0016630769650208567
vendor,ALL,codex,stdiocap,1,9.087852267873533e-06
vendor,ALL,codex,step-0017-20260714T121012-0700;,1,9.087852267873533e-06
vendor,ALL,codex,step-0031-agentboard-task-identity,6,5.4527113607241204e-05
vendor,ALL,codex,step-0055-20260720T103701-0700,1,9.087852267873533e-06
vendor,ALL,codex,"store(ci_watch_final_session,",1,9.087852267873533e-06
vendor,ALL,codex,strace,4,3.635140907149413e-05
vendor,ALL,codex,stress-ng,3,2.7263556803620602e-05
vendor,ALL,codex,strings,29,0.00026354771576833245
vendor,ALL,codex,stty,1,9.087852267873533e-06
vendor,ALL,codex,sunagent,1,9.087852267873533e-06
vendor,ALL,codex,svg_before=$(sha256sum,1,9.087852267873533e-06
vendor,ALL,codex,sweagent-OpenAI__GPT-5-Significant-Gravitas__AutoGPT-4652-b968024b.tar.zst,4,3.635140907149413e-05
vendor,ALL,codex,sweagent-OpenAI__GPT-5-Significant-Gravitas__AutoGPT-4652-b968024b.tar.zst;,1,9.087852267873533e-06
vendor,ALL,codex,sweagent-OpenAI__GPT-5-huggingface__transformers-13989-f41dae7b.tar.zst;,2,1.8175704535747066e-05
vendor,ALL,codex,sync-agentsight-docs.sh,1,9.087852267873533e-06
vendor,ALL,codex,sysctl,5,4.5439261339367664e-05
vendor,ALL,codex,systemctl,29,0.00026354771576833245
vendor,ALL,codex,systemd-run,1,9.087852267873533e-06
vendor,ALL,codex,tail,1515,0.013768096185828404
vendor,ALL,codex,tar,20,0.00018175704535747066
vendor,ALL,codex,target=$(date,1,9.087852267873533e-06
vendor,ALL,codex,target=$(sleep,1,9.087852267873533e-06
vendor,ALL,codex,task26=$(jq,1,9.087852267873533e-06
vendor,ALL,codex,task=root:019e2445-6e0a-78f2-8d60-9863c2fc95c6:user-line:47380;,1,9.087852267873533e-06
vendor,ALL,codex,task_cache=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,tcx_demo,2,1.8175704535747066e-05
vendor,ALL,codex,td=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,telbench_0393.profile.json;,1,9.087852267873533e-06
vendor,ALL,codex,telbench_0516.profile.json;,1,9.087852267873533e-06
vendor,ALL,codex,terminal-bench,1,9.087852267873533e-06
vendor,ALL,codex,terminus2-Anthropic__Claude-Sonnet-4-20250514-Thinking-accelerate-maximal-square-eca249fc.tar.zst,1,9.087852267873533e-06
vendor,ALL,codex,terminus2-Anthropic__Claude-Sonnet-4-20250514-Thinking-accelerate-maximal-square-eca249fc.tar.zst;,1,9.087852267873533e-06
vendor,ALL,codex,terminus2-DeepSeek__DeepSeek-V3.2-amuse-install-f391120f.tar.zst,1,9.087852267873533e-06
vendor,ALL,codex,terms=(bpfix,1,9.087852267873533e-06
vendor,ALL,codex,tesseract,1,9.087852267873533e-06
vendor,ALL,codex,test,231,0.002099293873878786
vendor,ALL,codex,test-gbnf-validator,1,9.087852267873533e-06
vendor,ALL,codex,test-kernel-5.10.sh,56,0.0005089197270009178
vendor,ALL,codex,test_codex_offsets,6,5.4527113607241204e-05
vendor,ALL,codex,test_semantic_tag_flamegraph.py:},1,9.087852267873533e-06
vendor,ALL,codex,texcount,18,0.0001635813408217236
vendor,ALL,codex,text(ALL_TOOLS.filter(x,4,3.635140907149413e-05
vendor,ALL,codex,text(ALL_TOOLS.filter(x=>x.name.startsWith(codex_app__)).map(x=>x.name));,1,9.087852267873533e-06
vendor,ALL,codex,text(await,9,8.17906704108618e-05
vendor,ALL,codex,thoughts_actions,1,9.087852267873533e-06
vendor,ALL,codex,tmp.g51Wo2mF3Y;,1,9.087852267873533e-06
vendor,ALL,codex,tmp1=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,tmp1=$(mktemp);,2,1.8175704535747066e-05
vendor,ALL,codex,tmp=$(ls,1,9.087852267873533e-06
vendor,ALL,codex,tmp=$(mktemp,191,0.001735779783163845
vendor,ALL,codex,tmp=$(mktemp -d),7,6.361496587511473e-05
vendor,ALL,codex,tmp=$(mktemp),12,0.00010905422721448241
vendor,ALL,codex,tmp=$(mktemp);,4,3.635140907149413e-05
vendor,ALL,codex,tmp_bin=$(mktemp -d),1,9.087852267873533e-06
vendor,ALL,codex,tmp_body=$(mktemp),1,9.087852267873533e-06
vendor,ALL,codex,tmp_dir=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,tmp_home=$(mktemp,8,7.270281814298826e-05
vendor,ALL,codex,tmp_home=$(mktemp -d),5,4.5439261339367664e-05
vendor,ALL,codex,tmp_index=$(mktemp);,4,3.635140907149413e-05
vendor,ALL,codex,tmp_png=$(mktemp,3,2.7263556803620602e-05
vendor,ALL,codex,tmp_review=$(mktemp),1,9.087852267873533e-06
vendor,ALL,codex,tmpd=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,tmpdir=$(mktemp,41,0.00037260194298281485
vendor,ALL,codex,tmpfile=$(mktemp),1,9.087852267873533e-06
vendor,ALL,codex,tmux,50,0.0004543926133936767
vendor,ALL,codex,token_trace,2,1.8175704535747066e-05
vendor,ALL,codex,token_userns_demo,14,0.00012722993175022946
vendor,ALL,codex,tool-sleep-codex-probe;,2,1.8175704535747066e-05
vendor,ALL,codex,top-home,2,1.8175704535747066e-05
vendor,ALL,codex,top_fixture_smoke.sh,2,1.8175704535747066e-05
vendor,ALL,codex,touch,10,9.087852267873533e-05
vendor,ALL,codex,tr,5,4.5439261339367664e-05
vendor,ALL,codex,trace_locate,1,9.087852267873533e-06
vendor,ALL,codex,traceconv,1,9.087852267873533e-06
vendor,ALL,codex,tracked=$(git,1,9.087852267873533e-06
vendor,ALL,codex,trash-put,1,9.087852267873533e-06
vendor,ALL,codex,true,30,0.000272635568036206
vendor,ALL,codex,true;,7,6.361496587511473e-05
vendor,ALL,codex,truncate,3,2.7263556803620602e-05
vendor,ALL,codex,type,1,9.087852267873533e-06
vendor,ALL,codex,ulimit,1,9.087852267873533e-06
vendor,ALL,codex,umask,1,9.087852267873533e-06
vendor,ALL,codex,umount,1,9.087852267873533e-06
vendor,ALL,codex,uname,12,0.00010905422721448241
vendor,ALL,codex,unlink,1,9.087852267873533e-06
vendor,ALL,codex,unshare,2,1.8175704535747066e-05
vendor,ALL,codex,unzip,9,8.17906704108618e-05
vendor,ALL,codex,update-grub,1,9.087852267873533e-06
vendor,ALL,codex,urls=$(rg,1,9.087852267873533e-06
vendor,ALL,codex,usb-devices,1,9.087852267873533e-06
vendor,ALL,codex,used=$(mktemp);,1,9.087852267873533e-06
vendor,ALL,codex,uv,8,7.270281814298826e-05
vendor,ALL,codex,uv-cache-oas,2,1.8175704535747066e-05
vendor,ALL,codex,uvx,32,0.00029081127257195305
vendor,ALL,codex,validation.jsonl;,2,1.8175704535747066e-05
vendor,ALL,codex,values=$(tail,1,9.087852267873533e-06
vendor,ALL,codex,visexp,1,9.087852267873533e-06
vendor,ALL,codex,viz_tmp=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,vng,11,9.996637494660887e-05
vendor,ALL,codex,w3m,3,2.7263556803620602e-05
vendor,ALL,codex,wall=%e user=%U sys=%S rss_kb=%M,2,1.8175704535747066e-05
vendor,ALL,codex,wandb,1,9.087852267873533e-06
vendor,ALL,codex,wc,1529,0.013895326117578632
vendor,ALL,codex,which,61,0.0005543589883402855
vendor,ALL,codex,while,18,0.0001635813408217236
vendor,ALL,codex,whoami,2,1.8175704535747066e-05
vendor,ALL,codex,xdg-open,1,9.087852267873533e-06
vendor,ALL,codex,xelatex,168,0.0015267591810027535
vendor,ALL,codex,xmllint,6,5.4527113607241204e-05
vendor,ALL,codex,xmlstarlet,1,9.087852267873533e-06
vendor,ALL,codex,xxd,3,2.7263556803620602e-05
vendor,ALL,codex,yamllint,1,9.087852267873533e-06
vendor,ALL,codex,zgrep,1,9.087852267873533e-06
vendor,ALL,codex,zstd,4,3.635140907149413e-05
vendor,ALL,codex,{,13,0.00011814207948235594
vendor,ALL,codex,|,17,0.00015449348855385006
vendor,ALL,gemini,run,2,1.0
project,ActPlane,ALL,#,202,0.00492755037322535
project,ActPlane,ALL,$(date,5,0.00012196906864419184
project,ActPlane,ALL,(make,1,2.4393813728838365e-05
project,ActPlane,ALL,-E,42,0.0010245401766112113
project,ActPlane,ALL,00-benchmark-aws_lazy_validator_001;,3,7.31814411865151e-05
project,ActPlane,ALL,00-md-course-builder-code-style;,1,2.4393813728838365e-05
project,ActPlane,ALL,10,2,4.878762745767673e-05
project,ActPlane,ALL,120s,3,7.31814411865151e-05
project,ActPlane,ALL,15,1,2.4393813728838365e-05
project,ActPlane,ALL,150s,1,2.4393813728838365e-05
project,ActPlane,ALL,180,1,2.4393813728838365e-05
project,ActPlane,ALL,1800,2,4.878762745767673e-05
project,ActPlane,ALL,180s,13,0.00031711957847489877
project,ActPlane,ALL,20,2,4.878762745767673e-05
project,ActPlane,ALL,20260605T_hostcow_dnsfix_llama20,1,2.4393813728838365e-05
project,ActPlane,ALL,20260605T_hostcow_llama20,1,2.4393813728838365e-05
project,ActPlane,ALL,20s,4,9.757525491535346e-05
project,ActPlane,ALL,240s,6,0.0001463628823730302
project,ActPlane,ALL,25s,10,0.00024393813728838367
project,ActPlane,ALL,2s,2,4.878762745767673e-05
project,ActPlane,ALL,300,1,2.4393813728838365e-05
project,ActPlane,ALL,30s,1,2.4393813728838365e-05
project,ActPlane,ALL,3s,10,0.00024393813728838367
project,ActPlane,ALL,420s,5,0.00012196906864419184
project,ActPlane,ALL,45,1,2.4393813728838365e-05
project,ActPlane,ALL,5,4,9.757525491535346e-05
project,ActPlane,ALL,570,3,7.31814411865151e-05
project,ActPlane,ALL,5s,12,0.0002927257647460604
project,ActPlane,ALL,60,1,2.4393813728838365e-05
project,ActPlane,ALL,600s,7,0.00017075669610186857
project,ActPlane,ALL,700s,2,4.878762745767673e-05
project,ActPlane,ALL,8s,1,2.4393813728838365e-05
project,ActPlane,ALL,900s,4,9.757525491535346e-05
project,ActPlane,ALL,ACTPLANE_FORCE_TRACEPOINT=1,3,7.31814411865151e-05
project,ActPlane,ALL,ACTPLANE_KVM_TIMEOUT=120,1,2.4393813728838365e-05
project,ActPlane,ALL,ACTPLANE_KVM_TIMEOUT=150,16,0.00039030101966141384
project,ActPlane,ALL,ACTPLANE_KVM_TIMEOUT=180,5,0.00012196906864419184
project,ActPlane,ALL,ACTPLANE_KVM_TIMEOUT=240,1,2.4393813728838365e-05
project,ActPlane,ALL,ACTPLANE_KVM_TIMEOUT=60,1,2.4393813728838365e-05
project,ActPlane,ALL,ACTPLANE_POLICY_BENCH_ROUNDS=50,1,2.4393813728838365e-05
